"family","tribe","tips","sociality"
"Apidae","Nomadini","Nomada_fucata","parasite"
"Apidae","Nomadini","Nomada_bifasciata","parasite"
"Apidae","Nomadini","Nomada_comparata","parasite"
"Apidae","Nomadini","Nomada_goodeniana","parasite"
"Apidae","Nomadini","Nomada_succincta","parasite"
"Apidae","Nomadini","Nomada_duplex","parasite"
"Apidae","Nomadini","Nomada_agrestis","parasite"
"Apidae","Nomadini","Nomada_sexfasciata","parasite"
"Apidae","Nomadini","Nomada_argentata","parasite"
"Apidae","Nomadini","Nomada_facilis","parasite"
"Apidae","Nomadini","Nomada_integra","parasite"
"Apidae","Nomadini","Nomada_pleurosticta","parasite"
"Apidae","Nomadini","Nomada_stigma","parasite"
"Apidae","Nomadini","Nomada_tridentirostris","parasite"
"Apidae","Nomadini","Nomada_basalis","parasite"
"Apidae","Nomadini","Nomada_nobilis","parasite"
"Apidae","Nomadini","Nomada_japonica","parasite"
"Apidae","Nomadini","Nomada_articulata","parasite"
"Apidae","Nomadini","Nomada_australis","parasite"
"Apidae","Nomadini","Nomada_emarginata","parasite"
"Apidae","Nomadini","Nomada_flavopicta","parasite"
"Apidae","Nomadini","Nomada_rufipes","parasite"
"Apidae","Nomadini","Nomada_roberjeotiana","parasite"
"Apidae","Nomadini","Nomada_obtusifrons","parasite"
"Apidae","Nomadini","Nomada_cubensis","parasite"
"Apidae","Nomadini","Nomada_fervida","parasite"
"Apidae","Nomadini","Nomada_tiftonensis","parasite"
"Apidae","Nomadini","Nomada_texana","parasite"
"Apidae","Nomadini","Nomada_gutierreziae","parasite"
"Apidae","Nomadini","Nomada_argentea","parasite"
"Apidae","Neolarrini","Biastes_brevicornis","parasite"
"Apidae","Neolarrini","Biastes_emarginatus","parasite"
"Apidae","Neolarrini","Biastes_truncatus","parasite"
"Apidae","Neolarrini","Biastes_cressoni","parasite"
"Apidae","Neolarrini","Schwarzia_elizabethae","parasite"
"Apidae","Neolarrini","Schwarzia_emmae","parasite"
"Apidae","Neolarrini","Townsendiella_pulchra","parasite"
"Apidae","Neolarrini","Rhopalolemma_robertsi","parasite"
"Apidae","Neolarrini","Neolarra_californica","parasite"
"Apidae","Neolarrini","Neolarra_orbiculata","parasite"
"Apidae","Neolarrini","Neolarra_verbesinae","parasite"
"Apidae","Neolarrini","Neolarra_vigilans","parasite"
"Apidae","Hexepeolini","Hexepeolus_rhodogyne","parasite"
"Apidae","Ammobatoidini","Ammobatoides_abdominalis","parasite"
"Apidae","Ammobatoidini","Ammobatoides_radoszkowskii","parasite"
"Apidae","Ammobatoidini","Holcopasites_calliopsidis","parasite"
"Apidae","Ammobatoidini","Holcopasites_ruthae","parasite"
"Apidae","Ammobatoidini","Holcopasites_arizonicus","parasite"
"Apidae","Ammobatoidini","Holcopasites_minimus","parasite"
"Apidae","Ammobatoidini","Holcopasites_stevensi","parasite"
"Apidae","Ammobatoidini","Holcopasites_insoletus","parasite"
"Apidae","Ammobatoidini","Holcopasites_pulchellus","parasite"
"Apidae","Ammobatoidini","Schmiedeknechtia_brevicornis","parasite"
"Apidae","Caenoprosopidini","Caenoprosopina_holmbergi","parasite"
"Apidae","Caenoprosopidini","Caenoprosopis_crabronina","parasite"
"Apidae","Melectini","Thyreus_delumbatus","parasite"
"Apidae","Melectini","Thyreus_takaonis","parasite"
"Apidae","Melectini","Thyreus_quinquefasciatus","parasite"
"Apidae","Melectini","Thyreus_novaehollandiae","parasite"
"Apidae","Melectini","Thyreus_albomaculatus","parasite"
"Apidae","Melectini","Thyreus_orbatus","parasite"
"Apidae","Melectini","Thyreus_histrionicus","parasite"
"Apidae","Melectini","Thyreus_waroonensis","parasite"
"Apidae","Melectini","Thyreus_decorus","parasite"
"Apidae","Melectini","Thyreus_caeruleopunctatus","parasite"
"Apidae","Melectini","Thyreus_nitidulus","parasite"
"Apidae","Melectini","Thyreomelecta_sibirica","parasite"
"Apidae","Melectini","Brachymelecta_californica","parasite"
"Apidae","Melectini","Melecta_albifrons","parasite"
"Apidae","Melectini","Melecta_chinensis","parasite"
"Apidae","Melectini","Melecta_thoracica","parasite"
"Apidae","Melectini","Melecta_separata","parasite"
"Apidae","Melectini","Melecta_luctuosa","parasite"
"Apidae","Melectini","Melecta_alexanderi","parasite"
"Apidae","Melectini","Melecta_pacifica","parasite"
"Apidae","Melectini","Zacosmia_maculata","parasite"
"Apidae","Melectini","Tetralonioidella_pendleburyi","parasite"
"Apidae","Ericrocidini","Acanthopus_excellens","parasite"
"Apidae","Ericrocidini","Acanthopus_palmatus","parasite"
"Apidae","Ericrocidini","Ericrocis_lata","parasite"
"Apidae","Ericrocidini","Ericrocis_pintada","parasite"
"Apidae","Ericrocidini","Aglaomelissa_duckei","parasite"
"Apidae","Ericrocidini","Mesocheira_bicolor","parasite"
"Apidae","Ericrocidini","Ctenioschelus_goryi","parasite"
"Apidae","Ericrocidini","Epiclopus_gayi","parasite"
"Apidae","Ericrocidini","Mesonychium_asteria","parasite"
"Apidae","Ericrocidini","Mesonychium_coerulescens","parasite"
"Apidae","Ericrocidini","Mesonychium_garleppi","parasite"
"Apidae","Ericrocidini","Hopliphora_velutina","parasite"
"Apidae","Ericrocidini","Hopliphora_funereus","parasite"
"Apidae","Ericrocidini","Hopliphora_diabolica","parasite"
"Apidae","Ericrocidini","Hopliphora_superba","parasite"
"Apidae","Ericrocidini","Mesoplia_rufipes","parasite"
"Apidae","Ericrocidini","Mesoplia_azurea","parasite"
"Apidae","Ericrocidini","Mesoplia_insignis","parasite"
"Apidae","Ericrocidini","Mesoplia_regalis","parasite"
"Apidae","Ericrocidini","Epiclopus_wagenknechti","parasite"
"Apidae","Ericrocidini","Epiclopus_lendlianus","parasite"
"Apidae","Rhathymini","Nanorhathymus_acutiventris","parasite"
"Apidae","Rhathymini","Rhathymus_bicolor","parasite"
"Apidae","Rhathymini","Rhathymus_unicolor","parasite"
"Apidae","Rhathymini","Rhathymus_trinitatis","parasite"
"Apidae","Coelioxoidini","Coelioxoides_punctipennis","parasite"
"Apidae","Coelioxoidini","Coelioxoides_waltheriae","parasite"
"Apidae","Parepeolini","Parepeolus_aterrimus","parasite"
"Apidae","Parepeolini","Parepeolus_stuardi","parasite"
"Apidae","Epeoloidini","Epeoloides_coecutiens","parasite"
"Apidae","Epeoloidini","Epeoloides_pilosulus","parasite"
"Apidae","Protepeolini","Leiopodus_abnormis","parasite"
"Apidae","Protepeolini","Leiopodus_singularis","parasite"
"Apidae","Protepeolini","Leiopodus_trochantericus","parasite"
"Apidae","Isepeolini","Isepeolus_atripilis","parasite"
"Apidae","Isepeolini","Isepeolus_lativalvis","parasite"
"Apidae","Isepeolini","Isepeolus_luctuosus","parasite"
"Apidae","Isepeolini","Isepeolus_vachali","parasite"
"Apidae","Isepeolini","Isepeolus_viperinus","parasite"
"Apidae","Isepeolini","Isepeolus_wagenknechti","parasite"
"Apidae","Isepeolini","Isepeolus_cortesi","parasite"
"Apidae","Isepeolini","Isepeolus_octopunctatus","parasite"
"Apidae","Isepeolini","Isepeolus_septemnotatus","parasite"
"Apidae","Isepeolini","Melectoides_rozeni","parasite"
"Apidae","Isepeolini","Melectoides_bellus","parasite"
"Apidae","Isepeolini","Melectoides_triseriatus","parasite"
"Apidae","Isepeolini","Melectoides_tucumanus","parasite"
"Apidae","Isepeolini","Melectoides_niveiventris","parasite"
"Apidae","Osirini","Osirinus_lemniscatus","parasite"
"Apidae","Osirini","Osiris_mourei","parasite"
"Apidae","Osirini","Protosiris_gigas","parasite"
"Apidae","Apini","Apis_mellifera","social"
"Apidae","Apini","Apis_cerana","social"
"Apidae","Apini","Apis_nuluensis","social"
"Apidae","Apini","Apis_nigrocincta","social"
"Apidae","Apini","Apis_koschevnikovi","social"
"Apidae","Apini","Apis_dorsata","social"
"Apidae","Apini","Apis_laboriosa","social"
"Apidae","Apini","Apis_andreniformis","social"
"Apidae","Apini","Apis_florea","social"
"Apidae","Bombini","Bombus_rupestris","parasite"
"Apidae","Bombini","Bombus_chinensis","parasite"
"Apidae","Bombini","Bombus_ashtoni","parasite"
"Apidae","Bombini","Bombus_bohemicus","parasite"
"Apidae","Bombini","Bombus_coreanus","parasite"
"Apidae","Bombini","Bombus_perezi","parasite"
"Apidae","Bombini","Bombus_vestalis","parasite"
"Apidae","Bombini","Bombus_suckleyi","parasite"
"Apidae","Bombini","Bombus_fernaldae","parasite"
"Apidae","Bombini","Bombus_flavidus","parasite"
"Apidae","Bombini","Bombus_norvegicus","parasite"
"Apidae","Bombini","Bombus_skorikovi","parasite"
"Apidae","Bombini","Bombus_quadricolor","parasite"
"Apidae","Bombini","Bombus_sylvestris","parasite"
"Apidae","Bombini","Bombus_barbutellus","parasite"
"Apidae","Bombini","Bombus_cornutus","parasite"
"Apidae","Bombini","Bombus_tibetanus","parasite"
"Apidae","Bombini","Bombus_turneri","parasite"
"Apidae","Bombini","Bombus_monozonus","parasite"
"Apidae","Bombini","Bombus_citrinus","parasite"
"Apidae","Bombini","Bombus_insularis","parasite"
"Apidae","Bombini","Bombus_variabilis","parasite"
"Apidae","Bombini","Bombus_campestris","parasite"
"Apidae","Bombini","Bombus_bellardii","parasite"
"Apidae","Bombini","Bombus_fervidus","social"
"Apidae","Bombini","Bombus_californicus","social"
"Apidae","Bombini","Bombus_applanatus","social"
"Apidae","Bombini","Bombus_brevivillus","social"
"Apidae","Bombini","Bombus_bahiensis","social"
"Apidae","Bombini","Bombus_bellicosus","social"
"Apidae","Bombini","Bombus_brasiliensis","social"
"Apidae","Bombini","Bombus_pauloensis","social"
"Apidae","Bombini","Bombus_pullatus","social"
"Apidae","Bombini","Bombus_transversalis","social"
"Apidae","Bombini","Bombus_medius","social"
"Apidae","Bombini","Bombus_mexicanus","social"
"Apidae","Bombini","Bombus_steindachneri","social"
"Apidae","Bombini","Bombus_pensylvanicus","social"
"Apidae","Bombini","Bombus_sonorus","social"
"Apidae","Bombini","Bombus_atratus","social"
"Apidae","Bombini","Bombus_opifex","social"
"Apidae","Bombini","Bombus_diligens","social"
"Apidae","Bombini","Bombus_imitator","social"
"Apidae","Bombini","Bombus_atripes","social"
"Apidae","Bombini","Bombus_tricornis","social"
"Apidae","Bombini","Bombus_exil","social"
"Apidae","Bombini","Bombus_digressus","social"
"Apidae","Bombini","Bombus_trinominatus","social"
"Apidae","Bombini","Bombus_weisi","social"
"Apidae","Bombini","Bombus_deuteronymus","social"
"Apidae","Bombini","Bombus_humilis","social"
"Apidae","Bombini","Bombus_anachoreta","social"
"Apidae","Bombini","Bombus_filchnerae","social"
"Apidae","Bombini","Bombus_muscorum","social"
"Apidae","Bombini","Bombus_zonatus","social"
"Apidae","Bombini","Bombus_hedini","social"
"Apidae","Bombini","Bombus_schrencki","social"
"Apidae","Bombini","Bombus_pseudobaicalensis","social"
"Apidae","Bombini","Bombus_opulentus","social"
"Apidae","Bombini","Bombus_honshuensis","social"
"Apidae","Bombini","Bombus_pascuorum","social"
"Apidae","Bombini","Bombus_impetuosus","social"
"Apidae","Bombini","Bombus_remotus","social"
"Apidae","Bombini","Bombus_inexspectatus","social"
"Apidae","Bombini","Bombus_veteranus","social"
"Apidae","Bombini","Bombus_mlokosievitzii","social"
"Apidae","Bombini","Bombus_sylvarum","social"
"Apidae","Bombini","Bombus_velox","social"
"Apidae","Bombini","Bombus_ruderarius","social"
"Apidae","Bombini","Bombus_laesus","social"
"Apidae","Bombini","Bombus_mucidus","social"
"Apidae","Bombini","Bombus_persicus","social"
"Apidae","Bombini","Bombus_armeniacus","social"
"Apidae","Bombini","Bombus_mesomelas","social"
"Apidae","Bombini","Bombus_pomorum","social"
"Apidae","Bombini","Bombus_dahlbomii","social"
"Apidae","Bombini","Bombus_excellens","social"
"Apidae","Bombini","Bombus_morio","social"
"Apidae","Bombini","Bombus_borealis","social"
"Apidae","Bombini","Bombus_distinguendus","social"
"Apidae","Bombini","Bombus_appositus","social"
"Apidae","Bombini","Bombus_subterraneus","social"
"Apidae","Bombini","Bombus_difficillimus","social"
"Apidae","Bombini","Bombus_mongolensis","social"
"Apidae","Bombini","Bombus_melanurus","social"
"Apidae","Bombini","Bombus_fragrans","social"
"Apidae","Bombini","Bombus_amurensis","social"
"Apidae","Bombini","Bombus_personatus","social"
"Apidae","Bombini","Bombus_argillaceus","social"
"Apidae","Bombini","Bombus_ruderatus","social"
"Apidae","Bombini","Bombus_hortorum","social"
"Apidae","Bombini","Bombus_portchinsky","social"
"Apidae","Bombini","Bombus_consobrinus","social"
"Apidae","Bombini","Bombus_koreanus","social"
"Apidae","Bombini","Bombus_religiosus","social"
"Apidae","Bombini","Bombus_securus","social"
"Apidae","Bombini","Bombus_sushkini","social"
"Apidae","Bombini","Bombus_tichenkoi","social"
"Apidae","Bombini","Bombus_czerskii","social"
"Apidae","Bombini","Bombus_gerstaeckeri","social"
"Apidae","Bombini","Bombus_supremus","social"
"Apidae","Bombini","Bombus_bicoloratus","social"
"Apidae","Bombini","Bombus_diversus","social"
"Apidae","Bombini","Bombus_trifasciatus","social"
"Apidae","Bombini","Bombus_ussurensis","social"
"Apidae","Bombini","Bombus_longipes","social"
"Apidae","Bombini","Bombus_funerarius","social"
"Apidae","Bombini","Bombus_haemorrhoidalis","social"
"Apidae","Bombini","Bombus_griseocollis","social"
"Apidae","Bombini","Bombus_vagans","social"
"Apidae","Bombini","Bombus_baeri","social"
"Apidae","Bombini","Bombus_coccineus","social"
"Apidae","Bombini","Bombus_rubicundus","social"
"Apidae","Bombini","Bombus_handlirschi","social"
"Apidae","Bombini","Bombus_morrisoni","social"
"Apidae","Bombini","Bombus_ecuadorius","social"
"Apidae","Bombini","Bombus_hortulanus","social"
"Apidae","Bombini","Bombus_robustus","social"
"Apidae","Bombini","Bombus_tucumanus","social"
"Apidae","Bombini","Bombus_vogti","social"
"Apidae","Bombini","Bombus_melaleucus","social"
"Apidae","Bombini","Bombus_volucelloides","social"
"Apidae","Bombini","Bombus_fraternus","social"
"Apidae","Bombini","Bombus_funebris","social"
"Apidae","Bombini","Bombus_brachycephalus","social"
"Apidae","Bombini","Bombus_macgregori","social"
"Apidae","Bombini","Bombus_crotchii","social"
"Apidae","Bombini","Bombus_asiaticus","social"
"Apidae","Bombini","Bombus_niveatus","social"
"Apidae","Bombini","Bombus_sulfureus","social"
"Apidae","Bombini","Bombus_sibiricus","social"
"Apidae","Bombini","Bombus_oberti","social"
"Apidae","Bombini","Bombus_cullumanus","social"
"Apidae","Bombini","Bombus_unicus","social"
"Apidae","Bombini","Bombus_semenoviellus","social"
"Apidae","Bombini","Bombus_rufocinctus","social"
"Apidae","Bombini","Bombus_eximius","social"
"Apidae","Bombini","Bombus_rufipes","social"
"Apidae","Bombini","Bombus_festivus","social"
"Apidae","Bombini","Bombus_breviceps","social"
"Apidae","Bombini","Bombus_grahami","social"
"Apidae","Bombini","Bombus_angustus","social"
"Apidae","Bombini","Bombus_wurflenii","social"
"Apidae","Bombini","Bombus_kashmirensis","social"
"Apidae","Bombini","Bombus_nobilis","social"
"Apidae","Bombini","Bombus_alagesianus","social"
"Apidae","Bombini","Bombus_keriensis","social"
"Apidae","Bombini","Bombus_incertus","social"
"Apidae","Bombini","Bombus_lapidarius","social"
"Apidae","Bombini","Bombus_sichelii","social"
"Apidae","Bombini","Bombus_formosellus","social"
"Apidae","Bombini","Bombus_pyrosoma","social"
"Apidae","Bombini","Bombus_friseanus","social"
"Apidae","Bombini","Bombus_miniatus","social"
"Apidae","Bombini","Bombus_rufofasciatus","social"
"Apidae","Bombini","Bombus_simillimus","social"
"Apidae","Bombini","Bombus_ladakhensis","social"
"Apidae","Bombini","Bombus_semenovianus","social"
"Apidae","Bombini","Bombus_impatiens","social"
"Apidae","Bombini","Bombus_ephippiatus","social"
"Apidae","Bombini","Bombus_wilmattae","social"
"Apidae","Bombini","Bombus_bifarius","social"
"Apidae","Bombini","Bombus_huntii","social"
"Apidae","Bombini","Bombus_vosnesenskii","social"
"Apidae","Bombini","Bombus_bimaculatus","social"
"Apidae","Bombini","Bombus_glacialis","social"
"Apidae","Bombini","Bombus_lapponicus","social"
"Apidae","Bombini","Bombus_konradini","social"
"Apidae","Bombini","Bombus_sylvicola","social"
"Apidae","Bombini","Bombus_monticola","social"
"Apidae","Bombini","Bombus_melanopygus","social"
"Apidae","Bombini","Bombus_ternarius","social"
"Apidae","Bombini","Bombus_ardens","social"
"Apidae","Bombini","Bombus_biroi","social"
"Apidae","Bombini","Bombus_flavescens","social"
"Apidae","Bombini","Bombus_beaticola","social"
"Apidae","Bombini","Bombus_cingulatus","social"
"Apidae","Bombini","Bombus_frigidus","social"
"Apidae","Bombini","Bombus_jonellus","social"
"Apidae","Bombini","Bombus_mixtus","social"
"Apidae","Bombini","Bombus_sitkensis","social"
"Apidae","Bombini","Bombus_sandersoni","social"
"Apidae","Bombini","Bombus_brodmannicus","social"
"Apidae","Bombini","Bombus_pratorum","social"
"Apidae","Bombini","Bombus_pyrenaeus","social"
"Apidae","Bombini","Bombus_avanus","social"
"Apidae","Bombini","Bombus_sonani","social"
"Apidae","Bombini","Bombus_infrequens","social"
"Apidae","Bombini","Bombus_parthenius","social"
"Apidae","Bombini","Bombus_luteipes","social"
"Apidae","Bombini","Bombus_infirmus","social"
"Apidae","Bombini","Bombus_pressus","social"
"Apidae","Bombini","Bombus_lemniscatus","social"
"Apidae","Bombini","Bombus_lepidus","social"
"Apidae","Bombini","Bombus_modestus","social"
"Apidae","Bombini","Bombus_wangae","social"
"Apidae","Bombini","Bombus_picipes","social"
"Apidae","Bombini","Bombus_caliginosus","social"
"Apidae","Bombini","Bombus_centralis","social"
"Apidae","Bombini","Bombus_vandykei","social"
"Apidae","Bombini","Bombus_flavifrons","social"
"Apidae","Bombini","Bombus_haematurus","social"
"Apidae","Bombini","Bombus_hypnorum","social"
"Apidae","Bombini","Bombus_perplexus","social"
"Apidae","Bombini","Bombus_terricola","social"
"Apidae","Bombini","Bombus_occidentalis","social"
"Apidae","Bombini","Bombus_cryptarum","social"
"Apidae","Bombini","Bombus_lantschouensis","social"
"Apidae","Bombini","Bombus_minshanensis","social"
"Apidae","Bombini","Bombus_magnus","social"
"Apidae","Bombini","Bombus_patagiatus","social"
"Apidae","Bombini","Bombus_affinis","social"
"Apidae","Bombini","Bombus_franklini","social"
"Apidae","Bombini","Bombus_lucorum","social"
"Apidae","Bombini","Bombus_hypocrita","social"
"Apidae","Bombini","Bombus_jacobsoni","social"
"Apidae","Bombini","Bombus_longipennis","social"
"Apidae","Bombini","Bombus_tunicatus","social"
"Apidae","Bombini","Bombus_terrestris","social"
"Apidae","Bombini","Bombus_ignitus","social"
"Apidae","Bombini","Bombus_sporadicus","social"
"Apidae","Bombini","Bombus_alpinus","social"
"Apidae","Bombini","Bombus_polaris","social"
"Apidae","Bombini","Bombus_pyrrhopygus","social"
"Apidae","Bombini","Bombus_balteatus","social"
"Apidae","Bombini","Bombus_kirbiellus","social"
"Apidae","Bombini","Bombus_hyperboreus","social"
"Apidae","Bombini","Bombus_natvigi","social"
"Apidae","Bombini","Bombus_kluanensis","social"
"Apidae","Bombini","Bombus_neoboreus","social"
"Apidae","Bombini","Bombus_soroeensis","social"
"Apidae","Bombini","Bombus_nevadensis","social"
"Apidae","Bombini","Bombus_auricomus","social"
"Apidae","Bombini","Bombus_confusus","social"
"Apidae","Bombini","Bombus_avinoviellus","social"
"Apidae","Bombini","Bombus_defector","social"
"Apidae","Bombini","Bombus_handlirschianus","social"
"Apidae","Bombini","Bombus_mendax","social"
"Apidae","Bombini","Bombus_turkestanicus","social"
"Apidae","Bombini","Bombus_margreiteri","social"
"Apidae","Bombini","Bombus_convexus","social"
"Apidae","Bombini","Bombus_waltoni","social"
"Apidae","Bombini","Bombus_superbus","social"
"Apidae","Meliponini","Tetragonula_carbonaria","social"
"Apidae","Meliponini","Tetragonula_davenporti","social"
"Apidae","Meliponini","Tetragonula_hockingsi","social"
"Apidae","Meliponini","Tetragonula_mellipes","social"
"Apidae","Meliponini","Tetragonula_atripes","social"
"Apidae","Meliponini","Tetragonula_rufibasalis","social"
"Apidae","Meliponini","Tetragonula_collina","social"
"Apidae","Meliponini","Tetragonula_clypearis","social"
"Apidae","Meliponini","Tetragonula_fuscobalteata","social"
"Apidae","Meliponini","Tetragonula_iridipennis","social"
"Apidae","Meliponini","Tetragonula_travancorica","social"
"Apidae","Meliponini","Tetragonula_ruficornis","social"
"Apidae","Meliponini","Tetragonula_laeviceps","social"
"Apidae","Meliponini","Tetragonula_minor","social"
"Apidae","Meliponini","Tetragonula_pagdeni","social"
"Apidae","Meliponini","Tetragonula_zucchii","social"
"Apidae","Meliponini","Tetragonula_hirashimai","social"
"Apidae","Meliponini","Tetragonula_sirindhornae","social"
"Apidae","Meliponini","Tetragonula_minangkabau","social"
"Apidae","Meliponini","Tetragonula_drescheri","social"
"Apidae","Meliponini","Tetragonula_geissleri","social"
"Apidae","Meliponini","Tetragonula_sarawakensis","social"
"Apidae","Meliponini","Tetragonula_melanocephala","social"
"Apidae","Meliponini","Tetragonula_melina","social"
"Apidae","Meliponini","Tetragonula_sapiens","social"
"Apidae","Meliponini","Homotrigona_canifrons","social"
"Apidae","Meliponini","Homotrigona_binghami","social"
"Apidae","Meliponini","Homotrigona_melanoleuca","social"
"Apidae","Meliponini","Tetrigona_apicalis","social"
"Apidae","Meliponini","Odontotrigona_haematoptera","social"
"Apidae","Meliponini","Homotrigona_fimbriata","social"
"Apidae","Meliponini","Geniotrigona_thoracica","social"
"Apidae","Meliponini","Heterotrigona_bakeri","social"
"Apidae","Meliponini","Heterotrigona_itama","social"
"Apidae","Meliponini","Heterotrigona_erythrogastra","social"
"Apidae","Meliponini","Heterotrigona_moorei","social"
"Apidae","Meliponini","Heterotrigona_hobbyi","social"
"Apidae","Meliponini","Wallacetrigona_incisa","social"
"Apidae","Meliponini","Lepidotrigona_terminata","social"
"Apidae","Meliponini","Lepidotrigona_ventralis","social"
"Apidae","Meliponini","Lepidotrigona_flavibasis","social"
"Apidae","Meliponini","Lepidotrigona_arcifera","social"
"Apidae","Meliponini","Axestotrigona_ferruginea","social"
"Apidae","Meliponini","Axestotrigona_erythra","social"
"Apidae","Meliponini","Apotrigona_nebulata","social"
"Apidae","Meliponini","Meliplebeia_beccarii","social"
"Apidae","Meliponini","Plebeiella_lendliana","social"
"Apidae","Meliponini","Dactylurina_staudingeri","social"
"Apidae","Meliponini","Meliponula_bocandei","social"
"Apidae","Meliponini","Plebeina_armata","social"
"Apidae","Meliponini","Liotrigona_madecassa","social"
"Apidae","Meliponini","Liotrigona_mahafalya","social"
"Apidae","Meliponini","Liotrigona_bitika","social"
"Apidae","Meliponini","Liotrigona_kinzelbachi","social"
"Apidae","Meliponini","Lisotrigona_furva","social"
"Apidae","Meliponini","Austroplebeia_cassiae","social"
"Apidae","Meliponini","Austroplebeia_australis","social"
"Apidae","Meliponini","Hypotrigona_gribodoi","social"
"Apidae","Meliponini","Hypotrigona_araujoi","social"
"Apidae","Meliponini","Hypotrigona_ruspolii","social"
"Apidae","Meliponini","Liotrigona_bottegoi","social"
"Apidae","Meliponini","Melipona_eburnea","social"
"Apidae","Meliponini","Melipona_fuscopilosa","social"
"Apidae","Meliponini","Melipona_mimetica","social"
"Apidae","Meliponini","Melipona_cramptoni","social"
"Apidae","Meliponini","Melipona_colimana","social"
"Apidae","Meliponini","Melipona_seminigra","social"
"Apidae","Meliponini","Melipona_crinita","social"
"Apidae","Meliponini","Melipona_melanoventer","social"
"Apidae","Meliponini","Melipona_illota","social"
"Apidae","Meliponini","Melipona_nebulosa","social"
"Apidae","Meliponini","Melipona_capixaba","social"
"Apidae","Meliponini","Melipona_ogilviei","social"
"Apidae","Meliponini","Melipona_flavolineata","social"
"Apidae","Meliponini","Melipona_fasciata","social"
"Apidae","Meliponini","Melipona_costaricensis","social"
"Apidae","Meliponini","Melipona_panamica","social"
"Apidae","Meliponini","Melipona_solani","social"
"Apidae","Meliponini","Melipona_indecisa","social"
"Apidae","Meliponini","Melipona_lateralis","social"
"Apidae","Meliponini","Melipona_scutellaris","social"
"Apidae","Meliponini","Melipona_rufiventris","social"
"Apidae","Meliponini","Melipona_fulva","social"
"Apidae","Meliponini","Melipona_captiosa","social"
"Apidae","Meliponini","Melipona_fuliginosa","social"
"Apidae","Meliponini","Melipona_titania","social"
"Apidae","Meliponini","Melipona_amazonica","social"
"Apidae","Meliponini","Melipona_tumupasae","social"
"Apidae","Meliponini","Melipona_bicolor","social"
"Apidae","Meliponini","Melipona_marginata","social"
"Apidae","Meliponini","Melipona_beecheii","social"
"Apidae","Meliponini","Melipona_compressipes","social"
"Apidae","Meliponini","Melipona_favosa","social"
"Apidae","Meliponini","Melipona_fasciculata","social"
"Apidae","Meliponini","Melipona_grandis","social"
"Apidae","Meliponini","Melipona_triplaridis","social"
"Apidae","Meliponini","Melipona_quinquefasciata","social"
"Apidae","Meliponini","Melipona_bradleyi","social"
"Apidae","Meliponini","Melipona_illustris","social"
"Apidae","Meliponini","Melipona_micheneri","social"
"Apidae","Meliponini","Melipona_quadrifasciata","social"
"Apidae","Meliponini","Melipona_mandacaia","social"
"Apidae","Meliponini","Melipona_variegatipes","social"
"Apidae","Meliponini","Melipona_subnitida","social"
"Apidae","Meliponini","Melipona_orbignyi","social"
"Apidae","Meliponini","Melipona_asilvai","social"
"Apidae","Meliponini","Plebeia_droryana","social"
"Apidae","Meliponini","Plebeia_frontalis","social"
"Apidae","Meliponini","Plebeia_julianii","social"
"Apidae","Meliponini","Plebeia_wittmanni","social"
"Apidae","Meliponini","Plebeia_nigriceps","social"
"Apidae","Meliponini","Plebeia_remota","social"
"Apidae","Meliponini","Plebeia_tobagoensis","social"
"Apidae","Meliponini","Friesella_schrottkyi","social"
"Apidae","Meliponini","Lestrimelitta_limao","social"
"Apidae","Meliponini","Lestrimelitta_maracaia","social"
"Apidae","Meliponini","Plebeia_franki","social"
"Apidae","Meliponini","Plebeia_minima","social"
"Apidae","Meliponini","Plebeia_moureana","social"
"Apidae","Meliponini","Frieseomelitta_silvestrii","social"
"Apidae","Meliponini","Plebeia_pulchra","social"
"Apidae","Meliponini","Plebeia_flavocincta","social"
"Apidae","Meliponini","Plebeia_emerina","social"
"Apidae","Meliponini","Duckeola_ghilianii","social"
"Apidae","Meliponini","Trichotrigona_extranea","social"
"Apidae","Meliponini","Frieseomelitta_trichocerata","social"
"Apidae","Meliponini","Frieseomelitta_varia","social"
"Apidae","Meliponini","Tetragonisca_angustula","social"
"Apidae","Meliponini","Tetragonisca_weyrauchi","social"
"Apidae","Meliponini","Tetragonisca_fiebrigi","social"
"Apidae","Meliponini","Mourella_caerulea","social"
"Apidae","Meliponini","Schwarziana_quadripunctata","social"
"Apidae","Meliponini","Schwarziana_mourei","social"
"Apidae","Meliponini","Nannotrigona_melanocera","social"
"Apidae","Meliponini","Nannotrigona_testaceicornis","social"
"Apidae","Meliponini","Nannotrigona_perilampoides","social"
"Apidae","Meliponini","Nannotrigona_schultzei","social"
"Apidae","Meliponini","Lestrimelitta_niitkib","social"
"Apidae","Meliponini","Lestrimelitta_danuncia","social"
"Apidae","Meliponini","Scaura_coccidophila","social"
"Apidae","Meliponini","Scaura_timida","social"
"Apidae","Meliponini","Scaura_latitarsis","social"
"Apidae","Meliponini","Scaura_argyrea","social"
"Apidae","Meliponini","Scaura_longula","social"
"Apidae","Meliponini","Cephalotrigona_capitata","social"
"Apidae","Meliponini","Cephalotrigona_zexmeniae","social"
"Apidae","Meliponini","Trigona_albipennis","social"
"Apidae","Meliponini","Trigona_fuscipennis","social"
"Apidae","Meliponini","Trigona_amalthea","social"
"Apidae","Meliponini","Trigona_truculenta","social"
"Apidae","Meliponini","Trigona_silvestriana","social"
